year,office,district,candidate,party,votes,percentage
2020,State House,16,Data to be fetched,Data to be fetched,0,0.0
2020,State House,17,Data to be fetched,Data to be fetched,0,0.0
2020,State House,18,Data to be fetched,Data to be fetched,0,0.0
2020,State House,19,Data to be fetched,Data to be fetched,0,0.0
2020,State House,20,Data to be fetched,Data to be fetched,0,0.0
2020,State House,21,Data to be fetched,Data to be fetched,0,0.0
2020,State House,22,Data to be fetched,Data to be fetched,0,0.0
2020,State House,23,Data to be fetched,Data to be fetched,0,0.0
2020,State House,24,Data to be fetched,Data to be fetched,0,0.0
2020,State House,25,Data to be fetched,Data to be fetched,0,0.0
2020,State House,26,Data to be fetched,Data to be fetched,0,0.0
2020,State House,27,Data to be fetched,Data to be fetched,0,0.0
2020,State House,28,Data to be fetched,Data to be fetched,0,0.0
2020,State House,29,Data to be fetched,Data to be fetched,0,0.0
2020,State House,30,Data to be fetched,Data to be fetched,0,0.0
2020,State House,31,Data to be fetched,Data to be fetched,0,0.0
2020,State House,32,Data to be fetched,Data to be fetched,0,0.0
2020,State House,33,Data to be fetched,Data to be fetched,0,0.0
2020,State House,34,Data to be fetched,Data to be fetched,0,0.0
2020,State House,35,Data to be fetched,Data to be fetched,0,0.0
2020,State House,36,Data to be fetched,Data to be fetched,0,0.0
2020,State House,37,Data to be fetched,Data to be fetched,0,0.0
2020,State House,38,Data to be fetched,Data to be fetched,0,0.0
2020,State House,39,Data to be fetched,Data to be fetched,0,0.0
2020,State House,40,Data to be fetched,Data to be fetched,0,0.0
2020,State House,41,Data to be fetched,Data to be fetched,0,0.0
2020,State House,42,Data to be fetched,Data to be fetched,0,0.0
2020,State House,43,Data to be fetched,Data to be fetched,0,0.0
2020,State House,44,Data to be fetched,Data to be fetched,0,0.0
2020,State House,45,Data to be fetched,Data to be fetched,0,0.0
2020,State House,46,Data to be fetched,Data to be fetched,0,0.0
2020,State House,47,Data to be fetched,Data to be fetched,0,0.0
2020,State House,48,Data to be fetched,Data to be fetched,0,0.0
2020,State House,49,Data to be fetched,Data to be fetched,0,0.0
2020,State House,50,Data to be fetched,Data to be fetched,0,0.0
2020,State House,51,Data to be fetched,Data to be fetched,0,0.0
2020,State House,52,Data to be fetched,Data to be fetched,0,0.0
2020,State House,53,Data to be fetched,Data to be fetched,0,0.0
2020,State House,54,Data to be fetched,Data to be fetched,0,0.0
2020,State House,55,Data to be fetched,Data to be fetched,0,0.0
2020,State House,56,Data to be fetched,Data to be fetched,0,0.0
2020,State House,57,Data to be fetched,Data to be fetched,0,0.0
2020,State House,58,Data to be fetched,Data to be fetched,0,0.0
2020,State House,59,Data to be fetched,Data to be fetched,0,0.0
2020,State House,60,Data to be fetched,Data to be fetched,0,0.0
2020,State House,61,Data to be fetched,Data to be fetched,0,0.0
2020,State House,62,Data to be fetched,Data to be fetched,0,0.0
2020,State House,63,Data to be fetched,Data to be fetched,0,0.0
2020,State House,64,Data to be fetched,Data to be fetched,0,0.0
2020,State House,65,Data to be fetched,Data to be fetched,0,0.0
2020,State House,66,Data to be fetched,Data to be fetched,0,0.0
2020,State House,67,Data to be fetched,Data to be fetched,0,0.0
2020,State House,68,Data to be fetched,Data to be fetched,0,0.0
2020,State House,69,Data to be fetched,Data to be fetched,0,0.0
2020,State House,70,Data to be fetched,Data to be fetched,0,0.0
2020,State House,71,Data to be fetched,Data to be fetched,0,0.0
2020,State House,72,Data to be fetched,Data to be fetched,0,0.0
2020,State House,73,Data to be fetched,Data to be fetched,0,0.0
2020,State House,74,Data to be fetched,Data to be fetched,0,0.0
2020,State House,75,Data to be fetched,Data to be fetched,0,0.0
2020,State House,76,Data to be fetched,Data to be fetched,0,0.0
2020,State House,77,Data to be fetched,Data to be fetched,0,0.0
2020,State House,78,Data to be fetched,Data to be fetched,0,0.0
2020,State House,79,Data to be fetched,Data to be fetched,0,0.0
2020,State House,80,Data to be fetched,Data to be fetched,0,0.0
2020,State House,81,Data to be fetched,Data to be fetched,0,0.0
2020,State House,82,Data to be fetched,Data to be fetched,0,0.0
2020,State House,83,Data to be fetched,Data to be fetched,0,0.0
2020,State House,84,Data to be fetched,Data to be fetched,0,0.0
2020,State House,85,Data to be fetched,Data to be fetched,0,0.0
2020,State House,86,Data to be fetched,Data to be fetched,0,0.0
2020,State House,87,Data to be fetched,Data to be fetched,0,0.0
2020,State House,88,Data to be fetched,Data to be fetched,0,0.0
2020,State House,89,Data to be fetched,Data to be fetched,0,0.0
2020,State House,90,Data to be fetched,Data to be fetched,0,0.0
2020,State House,91,Data to be fetched,Data to be fetched,0,0.0
2020,State House,92,Data to be fetched,Data to be fetched,0,0.0
2020,State House,93,Data to be fetched,Data to be fetched,0,0.0
2020,State House,94,Data to be fetched,Data to be fetched,0,0.0
2020,State House,95,Data to be fetched,Data to be fetched,0,0.0
2020,State House,96,Data to be fetched,Data to be fetched,0,0.0
2020,State House,97,Data to be fetched,Data to be fetched,0,0.0
2020,State House,98,Data to be fetched,Data to be fetched,0,0.0
2020,State House,99,Data to be fetched,Data to be fetched,0,0.0
2020,State House,100,Data to be fetched,Data to be fetched,0,0.0
2020,State House,101,Data to be fetched,Data to be fetched,0,0.0
2020,State House,102,Data to be fetched,Data to be fetched,0,0.0
2020,State House,103,Data to be fetched,Data to be fetched,0,0.0
2020,State House,104,Data to be fetched,Data to be fetched,0,0.0
2020,State House,105,Data to be fetched,Data to be fetched,0,0.0
2020,State House,106,Data to be fetched,Data to be fetched,0,0.0
2020,State House,107,Data to be fetched,Data to be fetched,0,0.0
2020,State House,108,Data to be fetched,Data to be fetched,0,0.0
2020,State House,109,Data to be fetched,Data to be fetched,0,0.0
2020,State House,110,Data to be fetched,Data to be fetched,0,0.0
2020,State House,111,Data to be fetched,Data to be fetched,0,0.0
2020,State House,112,Data to be fetched,Data to be fetched,0,0.0
2020,State House,113,Data to be fetched,Data to be fetched,0,0.0
2020,State House,114,Data to be fetched,Data to be fetched,0,0.0
2020,State House,115,Data to be fetched,Data to be fetched,0,0.0
2020,State House,116,Data to be fetched,Data to be fetched,0,0.0
2020,State House,117,Data to be fetched,Data to be fetched,0,0.0
2020,State House,118,Data to be fetched,Data to be fetched,0,0.0
2020,State House,119,Data to be fetched,Data to be fetched,0,0.0
2020,State House,120,Data to be fetched,Data to be fetched,0,0.0
2020,State House,121,Data to be fetched,Data to be fetched,0,0.0
2020,State House,122,Data to be fetched,Data to be fetched,0,0.0
2020,State House,123,Data to be fetched,Data to be fetched,0,0.0
2020,State House,124,Data to be fetched,Data to be fetched,0,0.0
2020,State House,125,Data to be fetched,Data to be fetched,0,0.0
2020,State House,126,Data to be fetched,Data to be fetched,0,0.0
2020,State House,127,Data to be fetched,Data to be fetched,0,0.0
2020,State House,128,Data to be fetched,Data to be fetched,0,0.0
2020,State House,129,Data to be fetched,Data to be fetched,0,0.0
2020,State House,130,Data to be fetched,Data to be fetched,0,0.0
2020,State House,131,Data to be fetched,Data to be fetched,0,0.0
2020,State House,132,Data to be fetched,Data to be fetched,0,0.0
2020,State House,133,Data to be fetched,Data to be fetched,0,0.0
2020,State House,134,Data to be fetched,Data to be fetched,0,0.0
2020,State House,135,Data to be fetched,Data to be fetched,0,0.0
2020,State House,136,Data to be fetched,Data to be fetched,0,0.0
2020,State House,137,Data to be fetched,Data to be fetched,0,0.0
2020,State House,138,Data to be fetched,Data to be fetched,0,0.0
2020,State House,139,Data to be fetched,Data to be fetched,0,0.0
2020,State House,140,Data to be fetched,Data to be fetched,0,0.0
2020,State House,141,Data to be fetched,Data to be fetched,0,0.0
2020,State House,142,Data to be fetched,Data to be fetched,0,0.0
2020,State House,143,Data to be fetched,Data to be fetched,0,0.0
2020,State House,144,Data to be fetched,Data to be fetched,0,0.0
2020,State House,145,Data to be fetched,Data to be fetched,0,0.0
2020,State House,146,Data to be fetched,Data to be fetched,0,0.0
2020,State House,147,Data to be fetched,Data to be fetched,0,0.0
2020,State House,148,Data to be fetched,Data to be fetched,0,0.0
2020,State House,149,Data to be fetched,Data to be fetched,0,0.0
2020,State House,150,Data to be fetched,Data to be fetched,0,0.0
2022,State House,1,Data to be fetched,Data to be fetched,0,0.0
2022,State House,2,Data to be fetched,Data to be fetched,0,0.0
2022,State House,3,Data to be fetched,Data to be fetched,0,0.0
2022,State House,4,Data to be fetched,Data to be fetched,0,0.0
2022,State House,5,Data to be fetched,Data to be fetched,0,0.0
2022,State House,6,Data to be fetched,Data to be fetched,0,0.0
2022,State House,7,Data to be fetched,Data to be fetched,0,0.0
2022,State House,8,Data to be fetched,Data to be fetched,0,0.0
2022,State House,9,Data to be fetched,Data to be fetched,0,0.0
2022,State House,10,Data to be fetched,Data to be fetched,0,0.0
2022,State House,11,Data to be fetched,Data to be fetched,0,0.0
2022,State House,12,Data to be fetched,Data to be fetched,0,0.0
2022,State House,13,Data to be fetched,Data to be fetched,0,0.0
2022,State House,14,Data to be fetched,Data to be fetched,0,0.0
2022,State House,15,Data to be fetched,Data to be fetched,0,0.0
2022,State House,16,Data to be fetched,Data to be fetched,0,0.0
2022,State House,17,Data to be fetched,Data to be fetched,0,0.0
2022,State House,18,Data to be fetched,Data to be fetched,0,0.0
2022,State House,19,Data to be fetched,Data to be fetched,0,0.0
2022,State House,20,Data to be fetched,Data to be fetched,0,0.0
2022,State House,21,Data to be fetched,Data to be fetched,0,0.0
2022,State House,22,Data to be fetched,Data to be fetched,0,0.0
2022,State House,23,Data to be fetched,Data to be fetched,0,0.0
2022,State House,24,Data to be fetched,Data to be fetched,0,0.0
2022,State House,25,Data to be fetched,Data to be fetched,0,0.0
2022,State House,26,Data to be fetched,Data to be fetched,0,0.0
2022,State House,27,Data to be fetched,Data to be fetched,0,0.0
2022,State House,28,Data to be fetched,Data to be fetched,0,0.0
2022,State House,29,Data to be fetched,Data to be fetched,0,0.0
2022,State House,30,Data to be fetched,Data to be fetched,0,0.0
2022,State House,31,Data to be fetched,Data to be fetched,0,0.0
2022,State House,32,Data to be fetched,Data to be fetched,0,0.0
2022,State House,33,Data to be fetched,Data to be fetched,0,0.0
2022,State House,34,Data to be fetched,Data to be fetched,0,0.0
2022,State House,35,Data to be fetched,Data to be fetched,0,0.0
2022,State House,36,Data to be fetched,Data to be fetched,0,0.0
2022,State House,37,Data to be fetched,Data to be fetched,0,0.0
2022,State House,38,Data to be fetched,Data to be fetched,0,0.0
2022,State House,39,Data to be fetched,Data to be fetched,0,0.0
2022,State House,40,Data to be fetched,Data to be fetched,0,0.0
2022,State House,41,Data to be fetched,Data to be fetched,0,0.0
2022,State House,42,Data to be fetched,Data to be fetched,0,0.0
2022,State House,43,Data to be fetched,Data to be fetched,0,0.0
2022,State House,44,Data to be fetched,Data to be fetched,0,0.0
2022,State House,45,Data to be fetched,Data to be fetched,0,0.0
2022,State House,46,Data to be fetched,Data to be fetched,0,0.0
2022,State House,47,Data to be fetched,Data to be fetched,0,0.0
2022,State House,48,Data to be fetched,Data to be fetched,0,0.0
2022,State House,49,Data to be fetched,Data to be fetched,0,0.0
2022,State House,50,Data to be fetched,Data to be fetched,0,0.0
2022,State House,51,Data to be fetched,Data to be fetched,0,0.0
2022,State House,52,Data to be fetched,Data to be fetched,0,0.0
2022,State House,53,Data to be fetched,Data to be fetched,0,0.0
2022,State House,54,Data to be fetched,Data to be fetched,0,0.0
2022,State House,55,Data to be fetched,Data to be fetched,0,0.0
2022,State House,56,Data to be fetched,Data to be fetched,0,0.0
2022,State House,57,Data to be fetched,Data to be fetched,0,0.0
2022,State House,58,Data to be fetched,Data to be fetched,0,0.0
2022,State House,59,Data to be fetched,Data to be fetched,0,0.0
2022,State House,60,Data to be fetched,Data to be fetched,0,0.0
2022,State House,61,Data to be fetched,Data to be fetched,0,0.0
2022,State House,62,Data to be fetched,Data to be fetched,0,0.0
2022,State House,63,Data to be fetched,Data to be fetched,0,0.0
2022,State House,64,Data to be fetched,Data to be fetched,0,0.0
2022,State House,65,Data to be fetched,Data to be fetched,0,0.0
2022,State House,66,Data to be fetched,Data to be fetched,0,0.0
2022,State House,67,Data to be fetched,Data to be fetched,0,0.0
2022,State House,68,Data to be fetched,Data to be fetched,0,0.0
2022,State House,69,Data to be fetched,Data to be fetched,0,0.0
2022,State House,70,Data to be fetched,Data to be fetched,0,0.0
2022,State House,71,Data to be fetched,Data to be fetched,0,0.0
2022,State House,72,Data to be fetched,Data to be fetched,0,0.0
2022,State House,73,Data to be fetched,Data to be fetched,0,0.0
2022,State House,74,Data to be fetched,Data to be fetched,0,0.0
2022,State House,75,Data to be fetched,Data to be fetched,0,0.0
2022,State House,76,Data to be fetched,Data to be fetched,0,0.0
2022,State House,77,Data to be fetched,Data to be fetched,0,0.0
2022,State House,78,Data to be fetched,Data to be fetched,0,0.0
2022,State House,79,Data to be fetched,Data to be fetched,0,0.0
2022,State House,80,Data to be fetched,Data to be fetched,0,0.0
2022,State House,81,Data to be fetched,Data to be fetched,0,0.0
2022,State House,82,Data to be fetched,Data to be fetched,0,0.0
2022,State House,83,Data to be fetched,Data to be fetched,0,0.0
2022,State House,84,Data to be fetched,Data to be fetched,0,0.0
2022,State House,85,Data to be fetched,Data to be fetched,0,0.0
2022,State House,86,Data to be fetched,Data to be fetched,0,0.0
2022,State House,87,Data to be fetched,Data to be fetched,0,0.0
2022,State House,88,Data to be fetched,Data to be fetched,0,0.0
2022,State House,89,Data to be fetched,Data to be fetched,0,0.0
2022,State House,90,Data to be fetched,Data to be fetched,0,0.0
2022,State House,91,Data to be fetched,Data to be fetched,0,0.0
2022,State House,92,Data to be fetched,Data to be fetched,0,0.0
2022,State House,93,Data to be fetched,Data to be fetched,0,0.0
2022,State House,94,Data to be fetched,Data to be fetched,0,0.0
2022,State House,95,Data to be fetched,Data to be fetched,0,0.0
2022,State House,96,Data to be fetched,Data to be fetched,0,0.0
2022,State House,97,Data to be fetched,Data to be fetched,0,0.0
2022,State House,98,Data to be fetched,Data to be fetched,0,0.0
2022,State House,99,Data to be fetched,Data to be fetched,0,0.0
2022,State House,100,Data to be fetched,Data to be fetched,0,0.0
2022,State House,101,Data to be fetched,Data to be fetched,0,0.0
2022,State House,102,Data to be fetched,Data to be fetched,0,0.0
2022,State House,103,Data to be fetched,Data to be fetched,0,0.0
2022,State House,104,Data to be fetched,Data to be fetched,0,0.0
2022,State House,105,Data to be fetched,Data to be fetched,0,0.0
2022,State House,106,Data to be fetched,Data to be fetched,0,0.0
2022,State House,107,Data to be fetched,Data to be fetched,0,0.0
2022,State House,108,Data to be fetched,Data to be fetched,0,0.0
2022,State House,109,Data to be fetched,Data to be fetched,0,0.0
2022,State House,110,Data to be fetched,Data to be fetched,0,0.0
2022,State House,111,Data to be fetched,Data to be fetched,0,0.0
2022,State House,112,Data to be fetched,Data to be fetched,0,0.0
2022,State House,113,Data to be fetched,Data to be fetched,0,0.0
2022,State House,114,Data to be fetched,Data to be fetched,0,0.0
2022,State House,115,Data to be fetched,Data to be fetched,0,0.0
2022,State House,116,Data to be fetched,Data to be fetched,0,0.0
2022,State House,117,Data to be fetched,Data to be fetched,0,0.0
2022,State House,118,Data to be fetched,Data to be fetched,0,0.0
2022,State House,119,Data to be fetched,Data to be fetched,0,0.0
2022,State House,120,Data to be fetched,Data to be fetched,0,0.0
2022,State House,121,Data to be fetched,Data to be fetched,0,0.0
2022,State House,122,Data to be fetched,Data to be fetched,0,0.0
2022,State House,123,Data to be fetched,Data to be fetched,0,0.0
2022,State House,124,Data to be fetched,Data to be fetched,0,0.0
2022,State House,125,Data to be fetched,Data to be fetched,0,0.0
2022,State House,126,Data to be fetched,Data to be fetched,0,0.0
2022,State House,127,Data to be fetched,Data to be fetched,0,0.0
2022,State House,128,Data to be fetched,Data to be fetched,0,0.0
2022,State House,129,Data to be fetched,Data to be fetched,0,0.0
2022,State House,130,Data to be fetched,Data to be fetched,0,0.0
2022,State House,131,Data to be fetched,Data to be fetched,0,0.0
2022,State House,132,Data to be fetched,Data to be fetched,0,0.0
2022,State House,133,Data to be fetched,Data to be fetched,0,0.0
2022,State House,134,Data to be fetched,Data to be fetched,0,0.0
2022,State House,135,Data to be fetched,Data to be fetched,0,0.0
2022,State House,136,Data to be fetched,Data to be fetched,0,0.0
2022,State House,137,Data to be fetched,Data to be fetched,0,0.0
2022,State House,138,Data to be fetched,Data to be fetched,0,0.0
2022,State House,139,Data to be fetched,Data to be fetched,0,0.0
2022,State House,140,Data to be fetched,Data to be fetched,0,0.0
2022,State House,141,Data to be fetched,Data to be fetched,0,0.0
2022,State House,142,Data to be fetched,Data to be fetched,0,0.0
2022,State House,143,Data to be fetched,Data to be fetched,0,0.0
2022,State House,144,Data to be fetched,Data to be fetched,0,0.0
2022,State House,145,Data to be fetched,Data to be fetched,0,0.0
2022,State House,146,Data to be fetched,Data to be fetched,0,0.0
2022,State House,147,Data to be fetched,Data to be fetched,0,0.0
2022,State House,148,Data to be fetched,Data to be fetched,0,0.0
2022,State House,149,Data to be fetched,Data to be fetched,0,0.0
2022,State House,150,Data to be fetched,Data to be fetched,0,0.0
2024,State House,1,Data to be fetched,Data to be fetched,0,0.0
2024,State House,2,Data to be fetched,Data to be fetched,0,0.0
2024,State House,3,Data to be fetched,Data to be fetched,0,0.0
2024,State House,4,Data to be fetched,Data to be fetched,0,0.0
2024,State House,5,Data to be fetched,Data to be fetched,0,0.0
2024,State House,6,Data to be fetched,Data to be fetched,0,0.0
2024,State House,7,Data to be fetched,Data to be fetched,0,0.0
2024,State House,8,Data to be fetched,Data to be fetched,0,0.0
2024,State House,9,Data to be fetched,Data to be fetched,0,0.0
2024,State House,10,Data to be fetched,Data to be fetched,0,0.0
2024,State House,11,Data to be fetched,Data to be fetched,0,0.0
2024,State House,12,Data to be fetched,Data to be fetched,0,0.0
2024,State House,13,Data to be fetched,Data to be fetched,0,0.0
2024,State House,14,Data to be fetched,Data to be fetched,0,0.0
2024,State House,15,Data to be fetched,Data to be fetched,0,0.0
2024,State House,16,Data to be fetched,Data to be fetched,0,0.0
2024,State House,17,Data to be fetched,Data to be fetched,0,0.0
2024,State House,18,Data to be fetched,Data to be fetched,0,0.0
2024,State House,19,Data to be fetched,Data to be fetched,0,0.0
2024,State House,20,Data to be fetched,Data to be fetched,0,0.0
2024,State House,21,Data to be fetched,Data to be fetched,0,0.0
2024,State House,22,Data to be fetched,Data to be fetched,0,0.0
2024,State House,23,Data to be fetched,Data to be fetched,0,0.0
2024,State House,24,Data to be fetched,Data to be fetched,0,0.0
2024,State House,25,Data to be fetched,Data to be fetched,0,0.0
2024,State House,26,Data to be fetched,Data to be fetched,0,0.0
2024,State House,27,Data to be fetched,Data to be fetched,0,0.0
2024,State House,28,Data to be fetched,Data to be fetched,0,0.0
2024,State House,29,Data to be fetched,Data to be fetched,0,0.0
2024,State House,30,Data to be fetched,Data to be fetched,0,0.0
2024,State House,31,Data to be fetched,Data to be fetched,0,0.0
2024,State House,32,Data to be fetched,Data to be fetched,0,0.0
2024,State House,33,Data to be fetched,Data to be fetched,0,0.0
2024,State House,34,Data to be fetched,Data to be fetched,0,0.0
2024,State House,35,Data to be fetched,Data to be fetched,0,0.0
2024,State House,36,Data to be fetched,Data to be fetched,0,0.0
2024,State House,37,Data to be fetched,Data to be fetched,0,0.0
2024,State House,38,Data to be fetched,Data to be fetched,0,0.0
2024,State House,39,Data to be fetched,Data to be fetched,0,0.0
2024,State House,40,Data to be fetched,Data to be fetched,0,0.0
2024,State House,41,Data to be fetched,Data to be fetched,0,0.0
2024,State House,42,Data to be fetched,Data to be fetched,0,0.0
2024,State House,43,Data to be fetched,Data to be fetched,0,0.0
2024,State House,44,Data to be fetched,Data to be fetched,0,0.0
2024,State House,45,Data to be fetched,Data to be fetched,0,0.0
2024,State House,46,Data to be fetched,Data to be fetched,0,0.0
2024,State House,47,Data to be fetched,Data to be fetched,0,0.0
2024,State House,48,Data to be fetched,Data to be fetched,0,0.0
2024,State House,49,Data to be fetched,Data to be fetched,0,0.0
2024,State House,50,Data to be fetched,Data to be fetched,0,0.0
2024,State House,51,Data to be fetched,Data to be fetched,0,0.0
2024,State House,52,Data to be fetched,Data to be fetched,0,0.0
2024,State House,53,Data to be fetched,Data to be fetched,0,0.0
2024,State House,54,Data to be fetched,Data to be fetched,0,0.0
2024,State House,55,Data to be fetched,Data to be fetched,0,0.0
2024,State House,56,Data to be fetched,Data to be fetched,0,0.0
2024,State House,57,Data to be fetched,Data to be fetched,0,0.0
2024,State House,58,Data to be fetched,Data to be fetched,0,0.0
2024,State House,59,Data to be fetched,Data to be fetched,0,0.0
2024,State House,60,Data to be fetched,Data to be fetched,0,0.0
2024,State House,61,Data to be fetched,Data to be fetched,0,0.0
2024,State House,62,Data to be fetched,Data to be fetched,0,0.0
2024,State House,63,Data to be fetched,Data to be fetched,0,0.0
2024,State House,64,Data to be fetched,Data to be fetched,0,0.0
2024,State House,65,Data to be fetched,Data to be fetched,0,0.0
2024,State House,66,Data to be fetched,Data to be fetched,0,0.0
2024,State House,67,Data to be fetched,Data to be fetched,0,0.0
2024,State House,68,Data to be fetched,Data to be fetched,0,0.0
2024,State House,69,Data to be fetched,Data to be fetched,0,0.0
2024,State House,70,Data to be fetched,Data to be fetched,0,0.0
2024,State House,71,Data to be fetched,Data to be fetched,0,0.0
2024,State House,72,Data to be fetched,Data to be fetched,0,0.0
2024,State House,73,Data to be fetched,Data to be fetched,0,0.0
2024,State House,74,Data to be fetched,Data to be fetched,0,0.0
2024,State House,75,Data to be fetched,Data to be fetched,0,0.0
2024,State House,76,Data to be fetched,Data to be fetched,0,0.0
2024,State House,77,Data to be fetched,Data to be fetched,0,0.0
2024,State House,78,Data to be fetched,Data to be fetched,0,0.0
2024,State House,79,Data to be fetched,Data to be fetched,0,0.0
2024,State House,80,Data to be fetched,Data to be fetched,0,0.0
2024,State House,81,Data to be fetched,Data to be fetched,0,0.0
2024,State House,82,Data to be fetched,Data to be fetched,0,0.0
2024,State House,83,Data to be fetched,Data to be fetched,0,0.0
2024,State House,84,Data to be fetched,Data to be fetched,0,0.0
2024,State House,85,Data to be fetched,Data to be fetched,0,0.0
2024,State House,86,Data to be fetched,Data to be fetched,0,0.0
2024,State House,87,Data to be fetched,Data to be fetched,0,0.0
2024,State House,88,Data to be fetched,Data to be fetched,0,0.0
2024,State House,89,Data to be fetched,Data to be fetched,0,0.0
2024,State House,90,Data to be fetched,Data to be fetched,0,0.0
2024,State House,91,Data to be fetched,Data to be fetched,0,0.0
2024,State House,92,Data to be fetched,Data to be fetched,0,0.0
2024,State House,93,Data to be fetched,Data to be fetched,0,0.0
2024,State House,94,Data to be fetched,Data to be fetched,0,0.0
2024,State House,95,Data to be fetched,Data to be fetched,0,0.0
2024,State House,96,Data to be fetched,Data to be fetched,0,0.0
2024,State House,97,Data to be fetched,Data to be fetched,0,0.0
2024,State House,98,Data to be fetched,Data to be fetched,0,0.0
2024,State House,99,Data to be fetched,Data to be fetched,0,0.0
2024,State House,100,Data to be fetched,Data to be fetched,0,0.0
2024,State House,101,Data to be fetched,Data to be fetched,0,0.0
2024,State House,102,Data to be fetched,Data to be fetched,0,0.0
2024,State House,103,Data to be fetched,Data to be fetched,0,0.0
2024,State House,104,Data to be fetched,Data to be fetched,0,0.0
2024,State House,105,Data to be fetched,Data to be fetched,0,0.0
2024,State House,106,Data to be fetched,Data to be fetched,0,0.0
2024,State House,107,Data to be fetched,Data to be fetched,0,0.0
2024,State House,108,Data to be fetched,Data to be fetched,0,0.0
2024,State House,109,Data to be fetched,Data to be fetched,0,0.0
2024,State House,110,Data to be fetched,Data to be fetched,0,0.0
2024,State House,111,Data to be fetched,Data to be fetched,0,0.0
2024,State House,112,Data to be fetched,Data to be fetched,0,0.0
2024,State House,113,Data to be fetched,Data to be fetched,0,0.0
2024,State House,114,Data to be fetched,Data to be fetched,0,0.0
2024,State House,115,Data to be fetched,Data to be fetched,0,0.0
2024,State House,116,Data to be fetched,Data to be fetched,0,0.0
2024,State House,117,Data to be fetched,Data to be fetched,0,0.0
2024,State House,118,Data to be fetched,Data to be fetched,0,0.0
2024,State House,119,Data to be fetched,Data to be fetched,0,0.0
2024,State House,120,Data to be fetched,Data to be fetched,0,0.0
2024,State House,121,Data to be fetched,Data to be fetched,0,0.0
2024,State House,122,Data to be fetched,Data to be fetched,0,0.0
2024,State House,123,Data to be fetched,Data to be fetched,0,0.0
2024,State House,124,Data to be fetched,Data to be fetched,0,0.0
2024,State House,125,Data to be fetched,Data to be fetched,0,0.0
2024,State House,126,Data to be fetched,Data to be fetched,0,0.0
2024,State House,127,Data to be fetched,Data to be fetched,0,0.0
2024,State House,128,Data to be fetched,Data to be fetched,0,0.0
2024,State House,129,Data to be fetched,Data to be fetched,0,0.0
2024,State House,130,Data to be fetched,Data to be fetched,0,0.0
2024,State House,131,Data to be fetched,Data to be fetched,0,0.0
2024,State House,132,Data to be fetched,Data to be fetched,0,0.0
2024,State House,133,Data to be fetched,Data to be fetched,0,0.0
2024,State House,134,Data to be fetched,Data to be fetched,0,0.0
2024,State House,135,Data to be fetched,Data to be fetched,0,0.0
2024,State House,136,Data to be fetched,Data to be fetched,0,0.0
2024,State House,137,Data to be fetched,Data to be fetched,0,0.0
2024,State House,138,Data to be fetched,Data to be fetched,0,0.0
2024,State House,139,Data to be fetched,Data to be fetched,0,0.0
2024,State House,140,Data to be fetched,Data to be fetched,0,0.0
2024,State House,141,Data to be fetched,Data to be fetched,0,0.0
2024,State House,142,Data to be fetched,Data to be fetched,0,0.0
2024,State House,143,Data to be fetched,Data to be fetched,0,0.0
2024,State House,144,Data to be fetched,Data to be fetched,0,0.0
2024,State House,145,Data to be fetched,Data to be fetched,0,0.0
2024,State House,146,Data to be fetched,Data to be fetched,0,0.0
2024,State House,147,Data to be fetched,Data to be fetched,0,0.0
2024,State House,148,Data to be fetched,Data to be fetched,0,0.0
2024,State House,149,Data to be fetched,Data to be fetched,0,0.0
2024,State House,150,Data to be fetched,Data to be fetched,0,0.0
